직업,연소득,신용점수,DTI,근속연도,담보가치,승인여부
중소기업,4966,966,57,12,15100,거부
전문직,17844,714,21,3,82800,승인
대기업,9600,863,53,2,20800,승인
기타,4383,741,55,7,25000,승인
중소기업,7010,710,74,12,33300,거부
대기업,8360,988,30,6,34600,승인
대기업,8501,984,44,6,26000,승인
중소기업,9781,994,34,7,29900,승인
대기업,7195,965,32,4,28700,승인
중소기업,8980,788,37,4,29000,승인
대기업,9146,976,31,10,27100,승인
전문직,19970,988,96,7,81300,거부
대기업,5528,843,43,21,27300,승인
대기업,9300,749,52,6,38800,승인
전문직,13210,946,31,2,78800,승인
중소기업,10103,639,59,3,55100,승인
기타,3378,895,38,3,15000,거부
중소기업,7604,737,22,3,21700,승인
대기업,10801,953,20,7,35200,승인
기타,3775,872,34,10,15000,거부
대기업,5597,874,48,3,17700,거부
대기업,5947,709,16,5,35100,승인
대기업,13365,742,12,1,37800,승인
기타,2067,739,10,1,15000,거부
중소기업,5874,971,41,7,15100,거부
중소기업,8490,104,0,6,28500,거부
중소기업,4103,705,2,5,19900,거부
기타,4212,795,10,4,19000,거부
대기업,9561,857,57,5,23100,승인
전문직,9427,43,28,12,29900,거부
기타,4122,938,2,5,21300,거부
중소기업,6835,729,52,6,17000,거부
전문직,18268,763,46,8,56500,승인
대기업,8851,711,32,4,31100,승인
중소기업,5426,880,4,7,17700,거부
기타,5055,750,41,6,17600,거부
중소기업,4691,925,83,6,15100,거부
기타,10544,708,8,7,34000,승인
대기업,8886,734,29,5,26500,승인
전문직,19619,983,38,10,82900,승인
기타,3807,784,27,7,24200,승인
대기업,14368,987,35,6,36200,승인
중소기업,8528,740,34,5,31500,승인
중소기업,4501,922,42,2,15700,거부
기타,2962,909,8,1,15000,거부
중소기업,3374,995,32,1,15000,거부
중소기업,4782,656,55,4,16100,거부
중소기업,4780,985,43,11,39300,승인
중소기업,3996,645,21,13,15000,거부
대기업,7244,696,1,12,47000,승인
중소기업,4556,775,7,14,19700,거부
중소기업,3131,430,52,14,15400,거부
중소기업,11977,969,37,2,79600,승인
중소기업,9434,965,41,8,29800,승인
기타,7201,921,38,3,39000,승인
중소기업,3732,940,22,12,15000,거부
기타,3132,909,17,1,15000,거부
중소기업,4758,915,39,14,16400,거부
중소기업,8616,938,25,2,28300,승인
기타,5347,813,23,8,21500,거부
중소기업,4108,762,10,3,17700,거부
대기업,5110,738,23,6,22400,거부
기타,2425,995,86,6,15000,거부
전문직,18129,714,58,8,73600,승인
전문직,13934,678,22,12,61000,승인
대기업,7935,948,48,6,29700,승인
중소기업,4217,780,23,6,17200,거부
중소기업,4751,740,39,8,39700,승인
전문직,18502,341,50,5,89500,승인
전문직,8218,869,39,5,27800,승인
대기업,9223,789,21,1,22500,승인
중소기업,4412,15,41,4,16400,거부
중소기업,4016,818,36,2,17900,거부
대기업,9412,912,60,3,45800,거부
중소기업,3664,884,31,8,15000,거부
전문직,9830,913,22,11,54900,승인
대기업,5709,733,21,6,15600,거부
전문직,13018,720,49,11,38300,승인
대기업,13292,853,49,1,39400,승인
기타,5395,909,33,8,24000,승인
중소기업,3835,926,8,3,18800,거부
대기업,9406,755,32,3,42600,승인
중소기업,5848,978,35,14,19300,거부
중소기업,3315,988,21,12,15000,거부
기타,6647,969,27,10,39800,승인
기타,3176,865,6,4,15000,거부
중소기업,5325,730,47,3,38200,승인
대기업,8042,802,51,7,20100,승인
기타,3113,982,29,7,15000,거부
기타,11808,788,32,2,30600,승인
대기업,7451,718,29,3,36000,승인
중소기업,5259,998,12,2,15600,거부
중소기업,3358,927,39,27,15000,거부
기타,6006,712,4,5,17600,거부
중소기업,10572,646,40,7,49400,승인
대기업,6507,928,17,9,25600,승인
중소기업,9048,914,24,8,21100,승인
중소기업,3264,795,61,7,15000,거부
중소기업,4757,894,47,3,26200,승인
기타,2237,976,48,15,15000,거부
전문직,9012,968,16,3,28700,승인
대기업,8121,919,39,7,22600,승인
전문직,12471,906,39,4,36400,승인
중소기업,5100,769,39,2,15400,거부
중소기업,4226,622,31,28,32700,승인
대기업,5895,916,4,9,19200,거부
중소기업,6780,920,28,6,17400,거부
중소기업,3702,946,61,15,15000,거부
전문직,8592,953,40,8,25300,승인
중소기업,4897,736,52,4,18500,거부
기타,3583,908,2,8,15200,거부
기타,4038,895,26,6,15900,거부
중소기업,8650,630,52,7,24200,승인
대기업,13405,365,24,1,53600,승인
기타,4243,978,38,3,24800,승인
전문직,14034,791,19,6,33200,승인
기타,3789,728,36,10,16200,거부
기타,2271,979,47,4,15000,거부
전문직,12367,82,40,4,38300,거부
중소기업,4324,931,39,12,17300,거부
기타,2912,713,47,1,15000,거부
대기업,8611,827,91,2,20600,거부
전문직,16693,739,51,7,58500,승인
중소기업,11660,497,19,6,39000,승인
중소기업,3155,746,23,1,16300,거부
대기업,7456,735,47,10,30200,승인
대기업,7964,603,28,13,22000,승인
기타,4200,743,25,15,15000,거부
중소기업,4505,807,26,4,16700,거부
대기업,7124,752,22,5,48300,승인
대기업,12518,909,46,21,43100,승인
중소기업,8485,129,39,7,20700,거부
중소기업,4975,669,36,6,15200,거부
기타,2198,908,88,10,15000,거부
기타,5592,615,31,5,18100,거부
중소기업,3057,903,6,15,17700,거부
대기업,7381,654,12,2,27700,승인
중소기업,10484,987,5,8,31700,승인
대기업,7796,709,27,6,28500,승인
대기업,9131,967,35,3,27600,승인
대기업,6347,712,95,3,18400,거부
기타,11051,721,66,5,74500,거부
대기업,7077,705,9,4,22800,승인
중소기업,4662,722,54,10,15300,거부
대기업,7691,803,29,9,21900,승인
중소기업,6356,996,37,8,30200,승인
중소기업,9541,750,1,4,25900,승인
중소기업,3144,798,57,6,26900,승인
중소기업,3781,947,84,8,15000,거부
대기업,14205,619,28,29,46000,승인
중소기업,5619,676,42,3,19200,거부
대기업,8953,27,34,12,25200,거부
대기업,13211,702,23,3,35500,승인
중소기업,4957,500,15,1,17700,거부
기타,11678,601,40,4,31500,승인
중소기업,3719,993,75,5,16600,거부
중소기업,10456,799,35,3,68500,승인
대기업,7251,822,22,2,25000,승인
중소기업,3283,923,42,3,15000,거부
전문직,8620,671,29,4,52600,승인
대기업,8542,930,26,11,22500,승인
대기업,8993,828,40,3,21000,승인
중소기업,5783,918,25,5,28800,승인
기타,3682,860,29,12,15000,거부
대기업,8415,735,35,6,22200,승인
기타,8084,907,45,7,41400,승인
중소기업,9417,915,38,3,28200,승인
대기업,7325,189,47,12,27400,거부
기타,10704,809,1,3,31700,승인
대기업,9893,922,26,5,23100,승인
대기업,8806,290,46,4,39600,거부
중소기업,3946,837,33,6,15100,거부
전문직,12960,904,28,6,35300,승인
중소기업,4853,978,11,1,18000,거부
중소기업,3243,978,43,15,20600,거부
기타,2424,106,23,6,15000,거부
중소기업,3626,702,29,11,15000,거부
기타,4071,935,54,15,18900,거부
기타,5290,951,43,8,17700,거부
중소기업,3778,749,24,1,15000,거부
중소기업,3236,769,9,10,15000,거부
기타,5559,931,38,1,25300,승인
기타,2937,788,54,7,15000,거부
중소기업,5051,867,16,4,15500,거부
중소기업,3580,860,56,4,15000,거부
대기업,5842,729,54,8,25600,승인
대기업,11416,637,31,8,31700,승인
중소기업,3227,954,16,2,17100,거부
대기업,12003,776,44,1,35100,승인
전문직,8031,912,25,7,27100,승인
전문직,14239,669,59,1,73900,승인
중소기업,4200,332,29,5,19400,거부
중소기업,4973,943,5,2,19300,거부
중소기업,3463,709,1,1,15000,거부
중소기업,9911,898,49,2,33800,승인
중소기업,4051,614,50,4,17100,거부
중소기업,6279,990,8,5,16200,거부
중소기업,4853,22,48,11,25500,거부
기타,8456,971,34,13,22000,승인
중소기업,3441,935,41,15,15000,거부
중소기업,6008,614,29,5,17800,거부
대기업,7211,998,26,9,22900,승인
기타,3221,793,28,2,15000,거부
중소기업,4909,853,41,2,18600,거부
대기업,9522,799,57,3,29700,승인
대기업,5231,895,14,11,17800,거부
대기업,9848,934,59,2,27100,승인
전문직,15481,871,31,11,65300,승인
대기업,13181,497,30,16,40800,승인
전문직,6105,941,27,1,17400,거부
대기업,8622,735,30,1,28400,승인
대기업,13395,712,26,5,75300,승인
중소기업,11089,752,10,12,32400,승인
기타,4372,744,9,1,16500,거부
전문직,9244,717,35,5,28600,승인
기타,2898,933,44,14,17000,거부
중소기업,4664,784,28,3,15300,거부
중소기업,10400,928,36,1,36300,승인
중소기업,9580,751,23,1,28300,승인
기타,3767,705,21,3,19500,거부
전문직,6419,702,28,1,15100,거부
중소기업,7146,723,30,1,33800,승인
중소기업,3106,965,26,1,15000,거부
대기업,8118,844,33,5,24200,승인
대기업,8347,960,57,13,26100,승인
중소기업,8640,718,40,9,20500,승인
중소기업,3461,772,35,3,22500,거부
중소기업,4706,979,38,4,25300,승인
중소기업,4762,755,44,8,19400,거부
중소기업,3720,691,39,12,15000,거부
대기업,6501,882,50,9,20100,거부
중소기업,3028,900,32,9,15000,거부
중소기업,4786,701,37,14,16300,거부
중소기업,4617,967,29,3,32100,승인
기타,3030,964,21,3,15000,거부
기타,2056,894,40,4,16500,거부
기타,2363,727,28,1,19700,거부
중소기업,4087,731,24,5,20700,거부
전문직,15322,996,24,3,74100,승인
중소기업,3208,61,25,3,18700,거부
중소기업,5648,629,20,4,17700,거부
대기업,9269,768,35,5,34500,승인
대기업,5448,755,47,3,23500,승인
기타,5956,995,53,1,23600,승인
기타,2521,983,26,2,29200,승인
중소기업,3159,960,45,14,19100,거부
대기업,10960,757,38,9,79200,승인
중소기업,8594,728,27,9,20900,승인
전문직,10315,602,32,8,33300,승인
대기업,10617,769,37,1,70400,승인
전문직,14890,782,44,3,56700,승인
중소기업,4425,723,37,4,22700,거부
중소기업,3561,941,29,20,15000,거부
대기업,9598,902,14,10,25700,승인
대기업,8000,87,36,15,20000,거부
중소기업,8041,673,42,14,27500,승인
기타,3865,949,58,11,22800,거부
중소기업,6403,705,13,5,15400,거부
중소기업,3729,959,34,6,15000,거부
대기업,8152,724,46,15,20900,승인
대기업,13625,856,33,12,32700,승인
기타,4095,902,37,4,19800,거부
중소기업,6890,665,58,1,17500,거부
대기업,8767,737,15,2,27600,승인
대기업,9322,618,23,1,21300,승인
기타,2505,922,59,1,29300,승인
중소기업,3158,748,21,1,15000,거부
대기업,13508,650,26,9,35100,승인
대기업,7270,854,20,1,28500,승인
중소기업,3939,736,94,1,15000,거부
중소기업,3775,729,26,2,20100,거부
중소기업,9445,845,60,2,21900,거부
대기업,8090,990,21,5,23900,승인
기타,2893,623,45,5,15000,거부
대기업,8091,952,42,6,23200,승인
대기업,12794,935,22,4,32100,승인
대기업,8026,719,83,9,23900,거부
전문직,13109,963,26,11,33600,승인
중소기업,4366,950,29,10,32300,승인
중소기업,9960,919,30,7,59600,승인
중소기업,4179,978,9,1,28600,승인
중소기업,3203,939,39,1,15000,거부
대기업,7688,871,46,10,22100,승인
중소기업,8743,733,39,5,27600,승인
중소기업,4699,705,27,3,16000,거부
중소기업,3868,710,13,8,15000,거부
중소기업,4800,796,26,3,15900,거부
기타,4349,746,47,11,16700,거부
기타,3869,878,29,2,18600,거부
대기업,9170,727,25,5,38700,승인
중소기업,6846,700,40,7,15400,거부
대기업,7544,603,42,9,20500,승인
기타,3428,984,20,2,27200,승인
대기업,9921,906,23,12,24000,승인
중소기업,10831,769,21,3,31800,승인
대기업,7967,703,27,2,36500,승인
기타,3365,623,42,11,15000,거부
대기업,6908,927,59,5,17600,거부
대기업,6711,814,31,12,16100,거부
중소기업,3584,966,38,3,15000,거부
대기업,10968,727,51,12,31600,승인
전문직,13868,722,29,14,34700,승인
대기업,9382,960,34,7,21300,승인
전문직,14755,850,32,7,37700,승인
중소기업,4498,789,21,3,23300,승인
중소기업,3477,951,28,7,15000,거부
대기업,10708,779,12,11,35800,승인
중소기업,5064,913,47,9,17600,거부
대기업,5437,492,32,4,37400,승인
대기업,14433,735,28,4,51500,승인
중소기업,3233,798,25,5,15000,거부
중소기업,4629,937,41,4,16100,거부
중소기업,3142,974,33,1,15000,거부
기타,3181,877,20,4,19000,거부
대기업,8812,933,34,2,25500,승인
중소기업,5043,926,32,2,17100,거부
중소기업,6879,847,23,3,15700,거부
대기업,14495,570,23,2,35500,승인
기타,4416,984,68,7,29800,거부
기타,3642,908,46,1,18400,거부
대기업,7301,609,6,4,25300,승인
전문직,18471,737,34,9,71800,승인
중소기업,3252,739,40,15,15000,거부
전문직,15741,713,38,1,88500,승인
중소기업,4992,978,49,6,18200,거부
중소기업,8319,728,30,5,34000,승인
중소기업,3962,878,20,10,18100,거부
중소기업,4077,910,4,27,18100,거부
기타,11123,890,42,8,57400,승인
대기업,5422,961,11,6,23200,승인
기타,4741,663,46,3,17000,거부
대기업,10882,804,37,8,36900,승인
중소기업,11680,998,5,1,39400,승인
대기업,8192,744,23,8,22800,승인
중소기업,5700,652,23,9,16200,거부
대기업,12661,963,17,10,39600,승인
중소기업,4818,862,17,6,23000,승인
기타,4326,742,26,3,17800,거부
중소기업,3881,697,50,11,15000,거부
중소기업,4472,955,37,8,16900,거부
기타,4095,736,25,2,18100,거부
전문직,18396,632,29,12,62700,승인
대기업,7811,934,21,1,49100,승인
대기업,10523,762,15,15,42000,승인
기타,2521,906,25,3,28900,승인
기타,5959,937,57,9,16300,거부
기타,2561,776,23,2,15000,거부
전문직,12198,170,48,3,36100,거부
기타,2749,749,29,3,15000,거부
대기업,13659,946,46,4,36600,승인
대기업,9213,655,0,3,24500,승인
중소기업,6930,638,27,14,35300,승인
대기업,7174,860,38,10,35700,승인
기타,11179,784,34,6,54000,승인
기타,2001,963,28,8,15000,거부
중소기업,6262,843,44,6,32400,승인
전문직,16670,795,39,11,50000,승인
중소기업,8876,834,84,10,26600,거부
기타,3953,783,48,4,21700,거부
대기업,8127,777,26,7,25900,승인
중소기업,3173,977,44,2,24400,승인
전문직,14543,174,53,3,32300,거부
중소기업,3078,980,46,1,15000,거부
중소기업,3212,918,25,8,28500,승인
기타,5280,940,45,1,15000,거부
대기업,6438,907,40,11,21600,승인
중소기업,7061,783,34,6,43600,승인
대기업,12269,795,10,12,39700,승인
전문직,15847,782,25,12,86700,승인
기타,10541,722,21,6,38800,승인
중소기업,4739,972,41,12,18900,거부
중소기업,4524,946,46,1,18700,거부
중소기업,4279,903,29,1,29900,승인
대기업,12192,605,26,2,31000,승인
대기업,12507,789,32,2,32700,승인
대기업,5735,887,57,3,18900,거부
중소기업,8023,979,28,15,26300,승인
중소기업,8055,261,53,9,26300,거부
중소기업,3166,888,54,3,15000,거부
대기업,9038,768,54,3,39700,승인
전문직,14507,967,46,8,52400,승인
대기업,5059,798,36,12,18900,거부
기타,3763,721,26,2,19300,거부
기타,3453,960,41,10,18700,거부
중소기업,5518,973,2,3,15900,거부
중소기업,3473,904,9,5,15000,거부
전문직,12955,716,46,8,38300,승인
대기업,7582,747,31,9,23600,승인
기타,2447,709,50,9,15000,거부
중소기업,7621,787,2,6,29500,승인
중소기업,3982,204,0,15,15000,거부
기타,3330,847,28,4,19200,거부
기타,2842,945,8,10,19000,거부
중소기업,4206,908,30,9,18100,거부
대기업,11011,795,55,5,34100,승인
중소기업,3697,853,5,8,18200,거부
중소기업,7675,767,81,9,23200,거부
기타,3954,997,25,10,20100,거부
기타,3116,892,30,9,15000,거부
대기업,9292,993,27,1,31800,승인
전문직,10734,972,36,8,47000,승인
기타,5814,996,90,1,17900,거부
중소기업,11544,849,3,9,53700,승인
중소기업,3221,987,56,3,15000,거부
대기업,9025,206,72,7,56800,거부
전문직,8758,607,36,4,33700,승인
대기업,9377,987,46,13,35400,승인
대기업,8034,783,0,1,21100,승인
중소기업,4760,981,20,13,16400,거부
중소기업,3393,919,44,6,15000,거부
중소기업,4782,981,29,22,16000,거부
전문직,9624,805,39,3,28100,승인
대기업,6195,717,25,8,29400,승인
기타,11870,957,8,7,32400,승인
전문직,8627,806,17,5,29400,승인
전문직,9049,788,86,6,36700,거부
대기업,11784,920,43,9,72700,승인
기타,2399,931,50,7,19800,거부
중소기업,4817,961,10,12,17600,거부
중소기업,3291,965,28,23,15900,거부
대기업,8546,716,37,3,34800,승인
중소기업,11162,748,29,9,36500,승인
전문직,13259,909,55,7,39500,승인
대기업,7824,777,7,10,26000,승인
대기업,7668,983,53,1,32700,승인
대기업,5939,977,22,6,23800,승인
대기업,8576,983,32,12,35900,승인
대기업,9971,901,30,24,23500,승인
중소기업,4179,716,22,7,17300,거부
중소기업,5108,715,17,5,16600,거부
중소기업,5756,689,37,1,18600,거부
중소기업,3778,719,45,4,15000,거부
대기업,6073,793,28,4,29500,승인
기타,2850,948,1,9,15000,거부
기타,3161,991,22,3,15000,거부
대기업,8328,968,47,14,22500,승인
중소기업,3470,663,31,2,16400,거부
중소기업,4549,785,23,6,21800,거부
기타,3413,916,5,11,19300,거부
대기업,7456,713,24,12,27000,승인
대기업,5254,729,22,29,19200,거부
대기업,14488,924,31,5,30500,승인
대기업,14420,643,47,6,39900,승인
기타,5588,901,15,10,19800,거부
전문직,9091,643,47,9,22600,승인
대기업,9474,759,20,5,23400,승인
기타,2578,662,50,4,15000,거부
중소기업,3131,902,18,1,24300,승인
대기업,6568,604,32,8,22400,승인
중소기업,5084,962,70,1,27000,거부
기타,8788,701,6,1,27800,승인
전문직,9176,99,26,2,28300,거부
대기업,5635,998,20,11,18500,거부
중소기업,3493,971,49,6,15000,거부
대기업,5085,738,35,8,16300,거부
중소기업,7932,915,38,15,59500,승인
중소기업,4389,945,27,15,19600,거부
중소기업,11561,805,28,4,40800,승인
기타,4277,930,8,2,16300,거부
중소기업,3638,827,24,2,18700,거부
중소기업,6089,499,36,12,18300,거부
대기업,11561,682,22,5,34200,승인
대기업,7173,660,5,15,37400,승인
기타,5941,765,23,7,17500,거부
중소기업,4474,781,23,7,16900,거부
대기업,6013,958,20,23,18500,거부
중소기업,4801,748,25,12,18700,거부
중소기업,4972,729,23,4,15600,거부
대기업,7373,936,27,6,33700,승인
대기업,9928,825,18,6,25100,승인
대기업,14233,946,37,14,52400,승인
중소기업,9994,965,45,2,25800,승인
중소기업,4306,741,29,3,18200,거부
중소기업,5829,775,94,5,18400,거부
기타,2686,975,41,2,15200,거부
중소기업,4609,776,7,5,15200,거부
중소기업,5585,947,45,6,24000,승인
중소기업,7576,974,28,13,20600,승인
대기업,7042,710,0,2,25000,승인
중소기업,3698,923,49,6,15000,거부
기타,11119,974,54,2,39600,승인
중소기업,3145,945,31,9,15000,거부
기타,4164,903,31,1,19300,거부
중소기업,10255,876,26,14,37900,승인
대기업,6844,615,25,1,35800,승인
기타,2623,747,44,15,15000,거부
중소기업,11469,530,55,12,50200,승인
기타,4295,841,39,4,16300,거부
중소기업,3155,758,25,15,15000,거부
기타,4089,979,0,30,17500,거부
대기업,6992,832,42,20,18200,거부
중소기업,3610,771,75,4,15000,거부
중소기업,7396,777,8,13,27300,승인
중소기업,3451,912,27,2,15000,거부
전문직,12771,751,10,26,38300,승인
중소기업,3392,722,54,6,16800,거부
중소기업,9975,995,30,7,33600,승인
중소기업,4327,930,42,4,17400,거부
대기업,12396,657,42,2,31500,승인
중소기업,5972,794,0,7,22100,승인
중소기업,6593,710,26,15,19700,거부
대기업,9102,671,22,11,47500,승인
중소기업,3285,341,44,8,15000,거부
전문직,11261,997,4,1,46500,승인
중소기업,5951,695,1,4,24600,승인
기타,10767,774,33,2,36900,승인
기타,4050,940,70,12,18600,거부
중소기업,4333,869,28,15,21200,거부
대기업,5807,710,1,2,16100,거부
대기업,12181,728,42,11,30900,승인
대기업,8514,798,6,9,29400,승인
대기업,8816,900,43,3,21100,승인
대기업,11043,689,30,11,38300,승인
중소기업,3272,752,24,1,15000,거부
전문직,14474,977,31,9,36400,승인
중소기업,10701,921,34,1,34900,승인
기타,3053,663,3,8,15000,거부
대기업,9961,704,26,8,30900,승인
기타,4274,759,42,10,18000,거부
기타,2517,866,12,7,15000,거부
중소기업,4439,646,20,5,24800,승인
대기업,14136,997,22,12,32100,승인
대기업,7721,919,22,8,25100,승인
기타,5728,685,60,13,19000,거부
기타,7370,756,31,11,21800,승인
대기업,9900,716,42,1,36200,승인
중소기업,4603,348,52,3,31000,승인
대기업,8451,807,0,5,29300,승인
중소기업,3999,830,43,11,16000,거부
대기업,13054,627,87,4,48800,거부
기타,2674,970,49,1,15000,거부
중소기업,4178,470,29,9,33800,승인
대기업,11382,903,27,4,33600,승인
중소기업,4804,760,37,5,15800,거부
중소기업,3231,637,72,2,23800,거부
중소기업,4334,946,35,4,16600,거부
대기업,7812,708,56,11,27900,승인
기타,5045,867,41,9,26900,승인
기타,3043,953,24,4,15000,거부
중소기업,6199,976,56,2,18300,거부
기타,5779,983,48,3,15700,거부
대기업,6611,985,98,15,19200,거부
중소기업,3022,947,37,11,19500,거부
전문직,12632,634,58,1,30100,승인
중소기업,4359,654,55,1,27000,승인
기타,5242,991,34,11,18100,거부
대기업,7264,901,33,8,39300,승인
대기업,7533,946,44,7,31400,승인
중소기업,9860,724,1,7,23400,승인
대기업,8609,644,6,3,26600,승인
전문직,8483,715,48,6,34500,승인
중소기업,4793,615,24,9,19000,거부
대기업,13403,761,41,5,39100,승인
중소기업,3917,893,36,7,15000,거부
기타,3991,903,15,7,15700,거부
중소기업,4783,908,43,8,29500,승인
대기업,7658,649,54,11,20600,승인
중소기업,8428,975,55,12,27100,승인
대기업,6772,961,46,5,17700,거부
중소기업,4232,943,53,3,19200,거부
전문직,18547,265,35,8,87600,거부
기타,5401,748,42,30,18800,거부
중소기업,4584,783,33,3,21400,거부
기타,4701,935,28,3,17600,거부
기타,2814,885,48,17,15000,거부
중소기업,5775,985,13,7,15200,거부
중소기업,3266,737,17,1,20100,거부
대기업,8467,750,20,3,21300,승인
기타,2862,214,23,9,15000,거부
기타,8331,826,1,9,24000,승인
대기업,11371,749,25,2,37300,승인
대기업,6820,641,28,3,38600,승인
중소기업,6826,920,81,10,18700,거부
기타,3745,945,58,6,15000,거부
기타,3497,916,33,1,24100,승인
중소기업,3282,935,33,3,15000,거부
중소기업,6201,954,76,1,37100,거부
중소기업,4128,920,57,1,18500,거부
중소기업,4525,982,10,3,24200,승인
기타,3622,626,20,12,24000,거부
중소기업,3501,947,42,6,15000,거부
전문직,12701,709,46,2,64800,승인
중소기업,4773,709,27,8,17900,거부
기타,3535,705,33,25,15000,거부
대기업,7342,915,41,5,44300,승인
중소기업,11494,851,27,8,66800,승인
중소기업,10755,997,77,4,38500,거부
기타,3525,798,37,1,17400,거부
기타,2600,854,20,3,15000,거부
중소기업,4311,965,97,8,21300,거부
전문직,17293,900,50,2,55900,승인
전문직,14224,797,1,12,30600,승인
중소기업,4329,872,48,5,18000,거부
대기업,7670,768,18,13,24300,승인
기타,4927,706,28,1,17600,거부
중소기업,3559,714,39,6,15000,거부
기타,2248,795,36,5,15000,거부
중소기업,5219,959,46,5,18800,거부
대기업,14435,903,22,5,39500,승인
대기업,6807,835,9,1,15900,거부
중소기업,3272,741,36,7,15800,거부
중소기업,6104,961,24,4,26400,승인
대기업,8181,721,45,6,20600,승인
전문직,11093,774,22,3,33400,승인
중소기업,5650,924,24,9,18600,거부
대기업,5598,648,33,9,26900,승인
기타,3403,718,26,5,15000,거부
중소기업,4110,740,28,12,18000,거부
기타,9675,710,14,3,23500,승인
중소기업,4984,715,29,4,28500,승인
대기업,7932,986,13,9,24600,승인
대기업,5845,936,14,12,18600,거부
기타,2213,942,37,15,15000,거부
중소기업,4795,906,43,2,17700,거부
대기업,11518,967,42,5,36500,승인
대기업,10414,962,22,1,67800,승인
중소기업,4749,984,23,1,22200,거부
중소기업,6724,707,4,3,18100,거부
전문직,17545,981,21,10,59700,승인
전문직,19197,774,19,7,63000,승인
기타,2493,964,33,5,18800,거부
중소기업,8394,713,39,7,35200,승인
중소기업,11267,985,64,4,37400,거부
대기업,14438,853,42,3,43500,승인
중소기업,3229,938,37,6,15000,거부
대기업,7894,954,8,3,20600,승인
중소기업,3568,984,30,2,15000,거부
기타,10200,977,1,11,35300,승인
기타,7265,943,31,7,26300,승인
기타,3283,722,35,1,15000,거부
중소기업,10051,902,57,10,32700,승인
대기업,9170,904,23,2,32600,승인
중소기업,5714,967,32,9,19800,거부
전문직,17571,986,60,4,68500,거부
전문직,11918,745,94,6,33400,거부
대기업,6518,664,44,1,16000,거부
중소기업,3137,614,52,11,15000,거부
대기업,8284,734,10,2,25400,승인
전문직,15168,904,36,10,62500,승인
중소기업,4266,922,55,10,15200,거부
대기업,8945,909,21,4,20900,승인
중소기업,8954,736,48,9,26200,승인
대기업,9156,992,43,9,28100,승인
중소기업,4485,746,30,4,17900,거부
기타,3222,893,39,1,17300,거부
대기업,12522,964,38,2,32900,승인
중소기업,10851,915,37,5,61700,승인
중소기업,3414,988,27,7,15000,거부
대기업,10392,752,36,4,43300,승인
기타,3554,998,21,2,15000,거부
중소기업,7157,985,39,1,38200,승인
중소기업,4680,626,30,7,19700,거부
기타,2107,27,41,11,15000,거부
대기업,7570,625,43,8,27300,승인
중소기업,3589,915,47,4,15000,거부
중소기업,3855,174,47,1,15000,거부
중소기업,4447,643,39,17,16400,거부
대기업,8171,992,82,6,31500,거부
중소기업,3018,783,34,3,15000,거부
기타,4136,882,53,8,18300,거부
중소기업,4961,654,31,11,17400,거부
중소기업,4978,975,35,7,15100,거부
대기업,9697,954,30,2,34100,승인
기타,3553,709,39,12,15000,거부
기타,10197,908,59,4,51000,승인
중소기업,11139,940,40,6,34100,승인
대기업,7729,734,59,3,23100,승인
대기업,9120,739,45,13,25100,승인
중소기업,6640,769,33,4,19100,거부
중소기업,4897,890,46,11,19600,거부
중소기업,3930,914,22,12,16300,거부
중소기업,6108,859,46,11,26600,승인
기타,9211,320,23,11,24300,승인
중소기업,3421,878,54,6,19900,거부
기타,10327,995,37,8,43300,승인
대기업,14186,962,30,1,39100,승인
대기업,13521,939,6,10,48300,승인
대기업,9408,945,31,4,24800,승인
중소기업,3062,688,28,9,19600,거부
중소기업,3590,728,38,9,15000,거부
전문직,6763,909,36,7,24000,승인
대기업,6391,947,42,1,19100,거부
중소기업,3805,880,30,20,15000,거부
대기업,8147,961,42,5,44800,승인
중소기업,5052,984,32,6,19700,거부
중소기업,4181,676,46,17,19700,거부
중소기업,10679,627,45,4,35800,승인
기타,3360,917,47,12,15000,거부
대기업,14053,935,22,3,77500,승인
중소기업,6741,943,16,4,23500,승인
대기업,11266,783,24,6,43500,승인
전문직,13195,666,42,11,32600,승인
기타,2099,807,3,1,15000,거부
대기업,11767,948,30,3,31600,승인
중소기업,4403,440,78,6,17800,거부
대기업,9529,723,15,10,38900,승인
중소기업,11543,815,23,1,36900,승인
기타,3262,808,23,7,16400,거부
중소기업,10995,824,1,6,39600,승인
대기업,10177,877,3,8,38400,승인
중소기업,5510,998,37,7,19700,거부
대기업,14371,971,34,1,70200,승인
대기업,7583,952,2,3,25000,승인
대기업,8906,907,47,12,35400,승인
대기업,8771,717,56,3,26300,승인
기타,7576,754,28,1,27500,승인
전문직,12157,124,23,3,33500,거부
중소기업,4406,761,48,9,18200,거부
중소기업,4420,969,93,8,18300,거부
기타,2452,983,34,6,17400,거부
중소기업,4282,987,28,12,15900,거부
대기업,9362,727,33,3,24700,승인
대기업,14446,732,43,8,32300,승인
중소기업,6512,729,25,5,20300,거부
중소기업,4036,894,37,2,26000,승인
중소기업,4541,779,11,6,35400,승인
중소기업,3995,972,20,9,15000,거부
중소기업,3599,819,39,2,15000,거부
전문직,8936,872,51,1,28100,승인
기타,4422,897,27,7,17100,거부
기타,4347,956,7,5,18900,거부
중소기업,6731,956,28,5,16400,거부
중소기업,4124,723,21,3,15400,거부
전문직,8121,509,48,4,25300,승인
대기업,13669,914,28,9,47700,승인
기타,3151,975,49,10,28200,승인
중소기업,6145,947,40,10,16100,거부
